authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
정은언니,https://yt3.ggpht.com/Vdq96zmZvjONIjRj3uvtIcQH2gzrExQ5iJvSWuzPev4dnDUHnFjdlx1WAGR8duk_izQxnFQw=s48-c-k-c0x00ffffff-no-rj,첫번째 나오시는분 왜이렇게 밥아저씨 처럼 생겼지?ㅋㅋ,첫번째 나오시는분 왜이렇게 밥아저씨 처럼 생겼지?ㅋㅋ,0,20210924,good_feedback
jung oh,https://yt3.ggpht.com/ytc/AKedOLRAFMQa17akPd6BNHn-Nv5-zDD-RBCrp5LiDg=s48-c-k-c0x00ffffff-no-rj,혹시 연기못하는 연기를 연기파배우와 연기못하는배우에게 시키면 누가더잘할지 실험해주실수있나요?,혹시 연기못하는 연기를 연기파배우와 연기못하는배우에게 시키면 누가더잘할지 실험해주실수있나요?,1,20210924,contents
안녕,https://yt3.ggpht.com/-pEOgQZ97o2AE18nrijRje0yq-0dLepZ7r-Iof1XGaW96YtiwhAA2G71radatPWhgOqu256akg=s48-c-k-c0x00ffffff-no-rj,왜 말할때 손을움직이는지  궁금합니다,왜 말할때 손을움직이는지  궁금합니다,1,20210924,contents
개감자,https://yt3.ggpht.com/0jRTCgycEuC9kUIfkT78q5lCZeRgqYsxCOyR9ddMARjkPfV78HpfykWeyYTgD-ApJ3b74xqZsA=s48-c-k-c0x00ffffff-no-rj,진용님 편의점에 가서 천원짜리를 사고 백만원을 준다면 잔돈을 줄지 궁금합니다,진용님 편의점에 가서 천원짜리를 사고 백만원을 준다면 잔돈을 줄지 궁금합니다,2,20210924,contents
쪼코몽키,https://yt3.ggpht.com/ytc/AKedOLRSvc7Am34waEaApHMaodR_YyAGaeNnQFi_jQ=s48-c-k-c0x00ffffff-no-rj,가끔이 아니던데....ㅋㅋㅋㅋ 아주많이 보이던데 특히 설현,가끔이 아니던데....ㅋㅋㅋㅋ 아주많이 보이던데 특히 설현,0,20210924,good_feedback
JU K,https://yt3.ggpht.com/ytc/AKedOLTU7-ECdwSi2eqY_SltxAKo8u5h3H81JegC_5kQ=s48-c-k-c0x00ffffff-no-rj,언어에 따른 차이인건가 우린 모국어를 쓰니까 굳이 집중해서 청해하지않아도 무의식적으로 알아들으니 다른곳에 초첨을 맞추니 발연기가 더 어색하게 느껴지는건가,언어에 따른 차이인건가 우린 모국어를 쓰니까 굳이 집중해서 청해하지않아도 무의식적으로 알아들으니 다른곳에 초첨을 맞추니 발연기가 더 어색하게 느껴지는건가,0,20210924,bad_feedback
트둥이,https://yt3.ggpht.com/ytc/AKedOLQH_6ihPKb2e7iLlzG1pNk1HCbLQykPh_oGAJJS-Q=s48-c-k-c0x00ffffff-no-rj,피방돈넣는기계에 얼마가들어가는지 궁금합니다,피방돈넣는기계에 얼마가들어가는지 궁금합니다,0,20210924,contents
ᄇᄀ,https://yt3.ggpht.com/ytc/AKedOLT--Q3eZyZzJkLhUDJxnH95SStQ4v41GP0Oo9l2=s48-c-k-c0x00ffffff-no-rj,기계 손소독하는거 정상아니면 뭐라뜨죠,기계 손소독하는거 정상아니면 뭐라뜨죠,0,20210924,bad_feedback
GSC,https://yt3.ggpht.com/ETsJL3ev_oLiEz12IU8vXoeQloZ8CESTxQaYJSoIMmffcFldRkJwX5yaSwSiT4U6mQhzpRlP2A=s48-c-k-c0x00ffffff-no-rj,진용진은 왜 알아맞힐까가 아니라 알아맞출까라고 했을까?,진용진은 왜 알아맞힐까가 아니라 알아맞출까라고 했을까?,0,20210924,contents
상큼한물음표,https://yt3.ggpht.com/ytc/AKedOLQL-c43i0a87x8e3Xog_628mMKgieP5J_q75cFm=s48-c-k-c0x00ffffff-no-rj,여러분. 영상 후반에 나오는 일본인은 한국인 김경식씨에게 내려온 천사입니다. 쿠키커플 많이 사랑해주세요:),여러분. 영상 후반에 나오는 일본인은 한국인 김경식씨에게 내려온 천사입니다. 쿠키커플 많이 사랑해주세요:),17,20210924,contents
뽀뽀해주는시간!!!!!!!,https://yt3.ggpht.com/6A8CW1zs7Mi71TdA1JZ7L03ffm7fT4uIwLY7mtIV7UzhGWFLq3MGGWocdXgjexcwmKfhO64DJQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=2m42s"">2:42</a> 이걸 알아들어?",2:42 이걸 알아들어?,0,20210924,good_feedback
뽀뽀해주는시간!!!!!!!,https://yt3.ggpht.com/6A8CW1zs7Mi71TdA1JZ7L03ffm7fT4uIwLY7mtIV7UzhGWFLq3MGGWocdXgjexcwmKfhO64DJQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=2m19s"">2:19</a> 무슨 말인지 모르겠지만 일단 끄덕이자",2:19 무슨 말인지 모르겠지만 일단 끄덕이자,0,20210924,good_feedback
sos,https://yt3.ggpht.com/ytc/AKedOLTbT7ShiX0NYJ1KBawvOFx8Wv9SYxQZjcH_GE73gQ=s48-c-k-c0x00ffffff-no-rj,★★★ 재벌들은 전국민 지급하는 재난지원금 신청해서 받는지 궁금합니다 ★★★,★★★ 재벌들은 전국민 지급하는 재난지원금 신청해서 받는지 궁금합니다 ★★★,0,20210924,contents
Jeff,https://yt3.ggpht.com/ytc/AKedOLQozOSyMcv_xI2xrYfIkIy09I9Q1rWVCQGGNXvvpg=s48-c-k-c0x00ffffff-no-rj,블러드를 보여줬으면 결과가 달랐을 텐데..,블러드를 보여줬으면 결과가 달랐을 텐데..,0,20210924,bad_feedback
망고땡,https://yt3.ggpht.com/ytc/AKedOLRQzvc4FBuBhAQs0tDC6xSg2vs3YgQAukdYyp3o=s48-c-k-c0x00ffffff-no-rj,스푼라디오 사장도 스푼광고나오면 스킵하는지 궁금합니가,스푼라디오 사장도 스푼광고나오면 스킵하는지 궁금합니가,0,20210924,contents
서진,https://yt3.ggpht.com/ytc/AKedOLQCfexeMsuIr_lf114tfyLUw3xXXYsmi-CT_NZmDQ=s48-c-k-c0x00ffffff-no-rj,씨발 똥 싸고 물 안내리는 <br>새끼들 심리가 궁금 합니다. <br>다들 궁금하잖아요 <br>좋아요 눌러주세요,"씨발 똥 싸고 물 안내리는 
새끼들 심리가 궁금 합니다. 
다들 궁금하잖아요 
좋아요 눌러주세요",1,20210924,contents
부기부기정,https://yt3.ggpht.com/ytc/AKedOLRMM_clmLdkRdnesN6cq-PpUPIVsZundLpk7bc5Qw=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=0m56s"">0:56</a> 옴마야 유해진이 나와뻐리누",0:56 옴마야 유해진이 나와뻐리누,0,20210924,good_feedback
모카보카,https://yt3.ggpht.com/ytc/AKedOLS4TCo_NfQap78EMIgC8rym2ko_3Goq1EYIXzAvAQ=s48-c-k-c0x00ffffff-no-rj,손병호와 손병호게임을 하면 어떤지 궁금합니다,손병호와 손병호게임을 하면 어떤지 궁금합니다,0,20210924,contents
오미자,https://yt3.ggpht.com/ytc/AKedOLSEcE9Ae61tJC2EMZOyyTElXK-z7PV5RJxwwshg0w=s48-c-k-c0x00ffffff-no-rj,규 규 킹받네 ㄹㅇ,규 규 킹받네 ㄹㅇ,0,20210924,good_feedback
박종범,https://yt3.ggpht.com/ytc/AKedOLR0NOTgeVTPWSwrFafdO69e3g7eR6Yda9uVrQ=s48-c-k-c0x00ffffff-no-rj,와 연기 드럽게 못하네 쿠쿠크루형들,와 연기 드럽게 못하네 쿠쿠크루형들,0,20210924,good_feedback
gang gang,https://yt3.ggpht.com/ytc/AKedOLTgDu4Fad_Sn8h7TfgvsgB05fyApjVTPwMSzwRa93Zh60o_B0TA1I5rhn4KITj9=s48-c-k-c0x00ffffff-no-rj,처음에 머니게임에 나온애 아니냐,처음에 머니게임에 나온애 아니냐,1,20210924,bad_feedback
paik jihye,https://yt3.ggpht.com/ytc/AKedOLRZLZlQTA9XyAlSlwFGHs7uJcj3bUSXasUOaxzFhqH55vZzNUG4ELO3viEIN5C1=s48-c-k-c0x00ffffff-no-rj,"비둘기 새끼일적 모습을 본적이 없는데 새끼는 어디서 태어나고 어떻게 자라는지, 그리고 어떤 생김새인지 궁금궁금","비둘기 새끼일적 모습을 본적이 없는데 새끼는 어디서 태어나고 어떻게 자라는지, 그리고 어떤 생김새인지 궁금궁금",0,20210924,contents
수현이다,https://yt3.ggpht.com/NEptZZR4CFked4g0tv7pXtCgzwWVeVzseLYqmXHl5jgTB2eO6ag8xM6S6IaOjrXWLXljJZyC=s48-c-k-c0x00ffffff-no-rj,주제추천: 심각한 말투로 엉뚱한 말을 하면 외국인 반응,주제추천: 심각한 말투로 엉뚱한 말을 하면 외국인 반응,1,20210924,contents
paik jihye,https://yt3.ggpht.com/ytc/AKedOLRZLZlQTA9XyAlSlwFGHs7uJcj3bUSXasUOaxzFhqH55vZzNUG4ELO3viEIN5C1=s48-c-k-c0x00ffffff-no-rj,발연기 아이돌들 다 한류 식으로 해외진출하면 되겠구나,발연기 아이돌들 다 한류 식으로 해외진출하면 되겠구나,0,20210924,bad_feedback
??,https://yt3.ggpht.com/paWn2hfmEPxh6zVCgJfbkS9gv6IYtd4LxBUMvD4K3Iymv5ZkxIROobKjzPQ3qCBnTjetbHyNLg=s48-c-k-c0x00ffffff-no-rj,길에서 아무나 만난 사람이 아주아주 먼 친척일 확률이 얼마나 되는지 궁금합니다,길에서 아무나 만난 사람이 아주아주 먼 친척일 확률이 얼마나 되는지 궁금합니다,1,20210924,contents
SungJa Kim,https://yt3.ggpht.com/ytc/AKedOLQI_KZugdnsstM56k4aA-fRaPBuVcptIKgWGw=s48-c-k-c0x00ffffff-no-rj,쿠리코의 일본어를 잘하는 연기 잘 보았습니다.<br>한국어를 더 잘하는 것 같네요,"쿠리코의 일본어를 잘하는 연기 잘 보았습니다.
한국어를 더 잘하는 것 같네요",174,20210924,good_feedback
OMG_MIRACLE,https://yt3.ggpht.com/pwEnYiTTyJOPGsoCP98P12Ydd_tCHKKtwKb9AmJl_CEUTJVZxX2npSpPrczYQMVNTAXiZAHEXw=s48-c-k-c0x00ffffff-no-rj,아니 근데 앞에 통역사 있는거 같은데 왜 굳이 자기가 말하냐곸ㅋㅋㅋㅋㅋㅋ,아니 근데 앞에 통역사 있는거 같은데 왜 굳이 자기가 말하냐곸ㅋㅋㅋㅋㅋㅋ,1,20210924,good_feedback
감정부자,https://yt3.ggpht.com/ytc/AKedOLR1ECJIV6-yvSEfW6BOaJgXiwH4xrPuTEa2UBmaWQ=s48-c-k-c0x00ffffff-no-rj,과정이 엉성하긴한데 쿠쿠추,과정이 엉성하긴한데 쿠쿠추,0,20210924,bad_feedback
박민광,https://yt3.ggpht.com/ytc/AKedOLSw86EZroOjTTgk2icAEkIUtCxF1-8xG_ESTDUnBw=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=4m20s"">4:20</a> 일본어 하니까 왜 몸이 굳어버렸나요? ㅋㅋ<br>정지화면인가요? ㅋㅋ","4:20 일본어 하니까 왜 몸이 굳어버렸나요? ㅋㅋ
정지화면인가요? ㅋㅋ",3,20210924,contents
자라나랏새무니,https://yt3.ggpht.com/ytc/AKedOLRZwR6BESF1BX1DtEAX_k2xtVpbM4O5iBykuneyOA=s48-c-k-c0x00ffffff-no-rj,와<br>진짜 궁금했던 주제 ㅋㅋ,"와
진짜 궁금했던 주제 ㅋㅋ",0,20210924,good_feedback
배윤경,https://yt3.ggpht.com/ytc/AKedOLRl2wNXL_qCjEQKG5gRgouaKBPdUa2LqLKH5g=s48-c-k-c0x00ffffff-no-rj,비가 오는 곳과 안오는 곳이 나뉘는 선이 궁금하네요.한발짝 걸어가면 오고 한발짝 돌아가면 안오고,비가 오는 곳과 안오는 곳이 나뉘는 선이 궁금하네요.한발짝 걸어가면 오고 한발짝 돌아가면 안오고,3,20210924,contents
mike kim,https://yt3.ggpht.com/ytc/AKedOLRG0i24ypf70Gsv2GREBmce5sM4MSyOSHWrng=s48-c-k-c0x00ffffff-no-rj,"수능 외국어 영역이나, 영어 시험을 파파고 번역기로 시험을 응시 했을때의 결과가 궁금합니다!","수능 외국어 영역이나, 영어 시험을 파파고 번역기로 시험을 응시 했을때의 결과가 궁금합니다!",22,20210924,contents
성이름,https://yt3.ggpht.com/ytc/AKedOLR2W0AmNEke9CjnyUnzVWagp21U8MPKPGVKfQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=1m33s"">1:33</a> Seoultech university는 서울공과대학이 아니라 서울과학기술대학교입니다만.....",1:33 Seoultech university는 서울공과대학이 아니라 서울과학기술대학교입니다만.....,44,20210924,good_feedback
히포,https://yt3.ggpht.com/0YastmSX6_-nO8yLq02H5o_2m0x0vinqbaJX-Tys7QWxQWCj1k7cr3gqoc-LXLGcjfs1iDHa=s48-c-k-c0x00ffffff-no-rj,진용진은 오징어 게임을 기획하고 있는지 궁금합니다. (머니게임 급 이슈로 가자),진용진은 오징어 게임을 기획하고 있는지 궁금합니다. (머니게임 급 이슈로 가자),16,20210924,contents
ᆞᆞ,https://yt3.ggpht.com/ytc/AKedOLQJgHuC_e-0TDuryMg2TxoNUSH912gQxHTsXxlcqg=s48-c-k-c0x00ffffff-no-rj,ㄸ은 연속으로 몇번까지 가능한지 궁금합니다,ㄸ은 연속으로 몇번까지 가능한지 궁금합니다,1,20210924,contents
뚝 - 딱,https://yt3.ggpht.com/kIlBKWdwOuJ9XT6OCsdVvOazsBzdjVJmRWXKBEwAEpR1V3LjLnN02a2jE9c7wrY_CKVjuTCvdQ=s48-c-k-c0x00ffffff-no-rj,이재용이 정말 부작용때문에 라식 안하는 건지 궁금합니다,이재용이 정말 부작용때문에 라식 안하는 건지 궁금합니다,0,20210924,contents
박빈,https://yt3.ggpht.com/ytc/AKedOLTSbL6PdsO3qKXAjSLyj79A3eoneiMwSwiiXQt3zQ=s48-c-k-c0x00ffffff-no-rj,와 외국인 영어 발음 좋다,와 외국인 영어 발음 좋다,0,20210924,good_feedback
감성부족,https://yt3.ggpht.com/ytc/AKedOLS1FYugTg7qz6FIvfcOAwqHMjj3PWoP0QxoB5zR9g=s48-c-k-c0x00ffffff-no-rj,"도대체 뭘 보신거지? <br><a href=""https://youtu.be/d2BKT-8FD4s"">https://youtu.be/d2BKT-8FD4s</a> <br>이거보면 발연기 다보임 ㅋㅋㅋ","도대체 뭘 보신거지? 
https://youtu.be/d2BKT-8FD4s 
이거보면 발연기 다보임 ㅋㅋㅋ",0,20210924,bad_feedback
은혜갚을두루미,https://yt3.ggpht.com/ytc/AKedOLTGkADt2aIa5E8pZuQVMIfSlBnrd9vq7bOX6Q=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=1m09s"">1:09</a> 저는 크게 불편합니다...",1:09 저는 크게 불편합니다...,0,20210924,bad_feedback
부산댁,https://yt3.ggpht.com/ytc/AKedOLQOcQau_ee8TIzOu8WIl6PMDOqM4hL9KSQhrAQJyTb29Q=s48-c-k-c0x00ffffff-no-rj,축구선수는 발로 파리를 잡을수있을까요,축구선수는 발로 파리를 잡을수있을까요,0,20210924,contents
남이도윤,https://yt3.ggpht.com/ytc/AKedOLSLaQo7eL9fy1-Ajzcu97jE7lLQ6whWPmh_Qw=s48-c-k-c0x00ffffff-no-rj,"설날,추석같은 명절은 누가 정했는지 궁금합니다","설날,추석같은 명절은 누가 정했는지 궁금합니다",1,20210924,contents
707 River_seal,https://yt3.ggpht.com/ytc/AKedOLQetF0ZZKGplV06r3NBV9mA5Ik8XA8-Vq24wwTnuA=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=4m08s"">4:08</a> 쿠리코 형은 한국어 잘하잖아!!",4:08 쿠리코 형은 한국어 잘하잖아!!,2,20210924,good_feedback
할반브롤,https://yt3.ggpht.com/0uWi5R_dU1yjZiy2Q8_O4pzsHbVBLS-fYVCodWq_WoT6uuvahgZQ4sAIdtvd_zj5d3fT246aIA=s48-c-k-c0x00ffffff-no-rj,길을 가다보면 들리는 이상한 소리의 새가 무슨 새인지 알려주세요,길을 가다보면 들리는 이상한 소리의 새가 무슨 새인지 알려주세요,0,20210924,contents
현돌Hyundol,https://yt3.ggpht.com/83dOq8hNoEUWAfGjjDxDWrLcE8jaYip_yc8j9I5yQMfd-n_m_ROr9E7Yv5rh8jB95EtMPcaC=s48-c-k-c0x00ffffff-no-rj,주제 : 틱톡에서 아무말 하고 명언 인척 하는 영상이 있는데 그 영상을 진짜 외국인이 보면 감동 받을까 궁금합니다,주제 : 틱톡에서 아무말 하고 명언 인척 하는 영상이 있는데 그 영상을 진짜 외국인이 보면 감동 받을까 궁금합니다,35,20210924,contents
n.n.,https://yt3.ggpht.com/pBu41YmR5xhqvTnqes2xs44PP4rMRvSvG0ptXumkcApces2NHKy4iL0F-MmAtpXjyrRY7adlug=s48-c-k-c0x00ffffff-no-rj,피의 게임 너무 기대된다,피의 게임 너무 기대된다,0,20210924,bad_feedback
박순,https://yt3.ggpht.com/ytc/AKedOLQs2lD4cFhj4lIub0WYEtQOWZKFoqnF8VoYzjYyOw=s48-c-k-c0x00ffffff-no-rj,과자봉지나 물건에 붙어있는 ‘사람을 찾습니다’ 정말로 사람을 찾았을까 궁금합니다,과자봉지나 물건에 붙어있는 ‘사람을 찾습니다’ 정말로 사람을 찾았을까 궁금합니다,0,20210924,contents
보류,https://yt3.ggpht.com/ytc/AKedOLR2WUzFw8th5iZ8EWuT_6I-SNZb6YxKDuO7eZ23hTCRwm5FGxQCCEeImC9I0GLWUytLn7w=s48-c-k-c0x00ffffff-no-rj,못알아봄 ㅋㅋ 김기덕 영화도 발연기 천지인데 유럽에서는 거장이라고 엄청 빨아줌,못알아봄 ㅋㅋ 김기덕 영화도 발연기 천지인데 유럽에서는 거장이라고 엄청 빨아줌,0,20210924,bad_feedback
༺꧁᚛김 산᚜꧂༻,https://yt3.ggpht.com/vo-9SjH3DyUpjvKoLOADvkNxdiWN8jS0X9tJ0qI22_1aXWdmgfTainbD6t9jzQmgNXzA0Xgwiw=s48-c-k-c0x00ffffff-no-rj,??? : 살구치기 좋아한 애두리라구,??? : 살구치기 좋아한 애두리라구,0,20210924,good_feedback
시보리,https://yt3.ggpht.com/zNXWZQW1hUoPOwmy5-99-r-ZQ4OBtbHlJtkEVPoIFq2EoQgYUQiNZEhBCMRU4pAH4oEZVdxcCw=s48-c-k-c0x00ffffff-no-rj,죄송해요 음란마귀가 씌었나봐요 발기영상인줄ㅜㅜ. .,죄송해요 음란마귀가 씌었나봐요 발기영상인줄ㅜㅜ. .,0,20210924,contents
최윤식,https://yt3.ggpht.com/ytc/AKedOLQiMQNMI1Nu-qbTqm48fUHb8-3zu7vJfjGUiA=s48-c-k-c0x00ffffff-no-rj,영화에서 사투리 이상하게 하는데.. 서울사람은 진짜로 이상한걸 모르는지 궁금합니다,영화에서 사투리 이상하게 하는데.. 서울사람은 진짜로 이상한걸 모르는지 궁금합니다,3,20210924,contents
프모냥,https://yt3.ggpht.com/x2xfz2QfAja-FIJ88T44xAYiMoFwujxKWtGEhAvw_tkDEYuApWcsGOiw4wED2qg3c-IyuwJJ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=3m04s"">3:04</a>",3:04,0,20210924,good_feedback
ㅎ,https://yt3.ggpht.com/iXzEIpZeH6U2wGZ_nun5Z4nMX6Ts0SCjsDvbirmwSr36cJl4q04cKjc4MrVT2O-xRniqlLyDlg=s48-c-k-c0x00ffffff-no-rj,통화할때 삐소리후 소리샘으로 연결되므로 통화료가 부과됩니다. 하고 삐소리가 나면 정말 통화료가 부과되는것일까 삐소리가 나기 전에 끊으면 통화려가 안나가는것일까?,통화할때 삐소리후 소리샘으로 연결되므로 통화료가 부과됩니다. 하고 삐소리가 나면 정말 통화료가 부과되는것일까 삐소리가 나기 전에 끊으면 통화려가 안나가는것일까?,2,20210924,contents
유상현,https://yt3.ggpht.com/ytc/AKedOLQyEPbKAEFkLRfcRPwK18f-UbbJLVqqKQ3JEU4xZR-WvA=s48-c-k-c0x00ffffff-no-rj,만화에 나오듯이 싸울때 기술이름을 외치면서 싸우면 상대가 맞아둘지 궁금합니다.,만화에 나오듯이 싸울때 기술이름을 외치면서 싸우면 상대가 맞아둘지 궁금합니다.,19,20210924,contents
그린티,https://yt3.ggpht.com/ytc/AKedOLT_YjK6wYZakZyNzdxdv5E9a4pbO8ejvVTXHeZd=s48-c-k-c0x00ffffff-no-rj,사람을 5번을 건너면 다 아는사이라던데 일반인이 지인의 지인을 5번 건너면 어디 까지 아는 사이 인지 궁금합니다!!,사람을 5번을 건너면 다 아는사이라던데 일반인이 지인의 지인을 5번 건너면 어디 까지 아는 사이 인지 궁금합니다!!,873,20210924,contents
틀니로 비트 쪼개는 스님,https://yt3.ggpht.com/ytc/AKedOLTCTHf4O5fwEutQJ7tXjPDmAPPJZ8709GSh1QfZEQ=s48-c-k-c0x00ffffff-no-rj,이래가지고 미국 드라마 한국인 연기 배우가 그리 발음이 꾸져도 지적이 딱히 없었구나,이래가지고 미국 드라마 한국인 연기 배우가 그리 발음이 꾸져도 지적이 딱히 없었구나,43,20210924,bad_feedback
웅냥냐,https://yt3.ggpht.com/ycxAdsSHbX6xxNkKa-btFQVfhAIJx9cAh-E2VFKtkcZ_R6wPL5ch1xJWLVswN2V0BuCM4w0Q=s48-c-k-c0x00ffffff-no-rj,한글자막이 있어야지.....,한글자막이 있어야지.....,0,20210924,contents
박하준,https://yt3.ggpht.com/ytc/AKedOLTcAQ-iK7ej7RSEWTtgJmJ6EHs_Xdp8ij2WWg=s48-c-k-c0x00ffffff-no-rj,자동차 창문밖으로 얼굴을 내밀고 창문을 올리면 목이 어떻게 될지 궁금합니다.,자동차 창문밖으로 얼굴을 내밀고 창문을 올리면 목이 어떻게 될지 궁금합니다.,1,20210924,contents
최규한,https://yt3.ggpht.com/ytc/AKedOLT5Q_SYdASJYUCbK1dgvr8RoafvMK-UNlcb8A=s48-c-k-c0x00ffffff-no-rj,"수능날 갑자기 일어나서 1번에 2번! 2번에 5번! 이런식으로 답을 다 불러버리면 어케될까요??<br>물론 그 부른사람은 철컹철컬이겠지만 나머지 29명의 운명이 궁금합니다<br>머 재시험 볼수도 없고,,","수능날 갑자기 일어나서 1번에 2번! 2번에 5번! 이런식으로 답을 다 불러버리면 어케될까요??
물론 그 부른사람은 철컹철컬이겠지만 나머지 29명의 운명이 궁금합니다
머 재시험 볼수도 없고,,",10,20210924,contents
キムチ納豆김치낫또,https://yt3.ggpht.com/ytc/AKedOLR6CUinvcu414ODyemK84c2X0FRq_NXbp1KZpwirQ=s48-c-k-c0x00ffffff-no-rj,북한사람들은 훈민정음을 누가 만들었다고 배우는지 궁금합니다,북한사람들은 훈민정음을 누가 만들었다고 배우는지 궁금합니다,0,20210924,contents
앙마충,https://yt3.ggpht.com/ytc/AKedOLROWKWSJ1XeA30rYMScLmtgMOM2xf8Zb9uDHHLbvQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=4m32s"">4:32</a> 멀뚱멀뚱",4:32 멀뚱멀뚱,3,20210924,bad_feedback
쥬스,https://yt3.ggpht.com/ytc/AKedOLQC3ibaWuqAZ6vdTMreqTPTUTqtZoPQClBiAouO=s48-c-k-c0x00ffffff-no-rj,1번째 2번째는 ......ㅋㅋ퀄이..,1번째 2번째는 ......ㅋㅋ퀄이..,0,20210924,good_feedback
성이름,https://yt3.ggpht.com/ytc/AKedOLThKx-FuU7h7ELdcCPMIlbjouBLzPIUxjyCk2eTJmTDJg=s48-c-k-c0x00ffffff-no-rj,"카리나, 윈터님은<br>백신 접종 직후에<br>넥스트레벨 춤이 가능한 지 궁금합니다.","카리나, 윈터님은
백신 접종 직후에
넥스트레벨 춤이 가능한 지 궁금합니다.",540,20210924,contents
심각좌,https://yt3.ggpht.com/w8n1n7j-0Mht8zZ3v5dwwpU6fA0VOBF5WnwbsR-kAzV5K9uET3LiLK28R_edan-hNiZnUkERLA=s48-c-k-c0x00ffffff-no-rj,진용진은 댓글을 볼까?                               좋아요 100000  싫어요100000000000000000000000000000<br>조회수 10000000000000000000000000000000000            20201. 222 .22222<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>클릭해 주셔서 감사합니다,"진용진은 댓글을 볼까?                               좋아요 100000  싫어요100000000000000000000000000000
조회수 10000000000000000000000000000000000            20201. 222 .22222





























클릭해 주셔서 감사합니다",1,20210924,contents
이규형,https://yt3.ggpht.com/ytc/AKedOLTRpbyuetKGTmsea2Id2_IG0zW7e0uYzWeLnwwlVA=s48-c-k-c0x00ffffff-no-rj,이거는 장수원씨 편에서 전후 상황을 조금이라도 보여주고 물어봤으면 다르지 않았을까,이거는 장수원씨 편에서 전후 상황을 조금이라도 보여주고 물어봤으면 다르지 않았을까,4,20210924,contents
l붕여킹 l,https://yt3.ggpht.com/ytc/AKedOLTRytI25ktyaprrr4-7yXoxw5zE3yQqhaRE_ik=s48-c-k-c0x00ffffff-no-rj,난 한 번만이라도 행보카고 시픙데 왜 나 꽈찌쭈는 햄보칼 수가 업서!,난 한 번만이라도 행보카고 시픙데 왜 나 꽈찌쭈는 햄보칼 수가 업서!,0,20210924,bad_feedback
아름아름,https://yt3.ggpht.com/8Z0m4wViI9qESo4wlCuqnhyith0_Ia1S0t-BbAF8vfceo9LPUeMJ57QnyCa33dD8_qLzvx04=s48-c-k-c0x00ffffff-no-rj,홈 쇼핑 물건 판매할때 4만원 5만원에 판매 안하고 왜 100원 200원 깍아서 398000원 49900원 왜 이런식으로 판매 하는지 궁금 합니다,홈 쇼핑 물건 판매할때 4만원 5만원에 판매 안하고 왜 100원 200원 깍아서 398000원 49900원 왜 이런식으로 판매 하는지 궁금 합니다,0,20210924,contents
복희주방,https://yt3.ggpht.com/ZDWnPHMkDalY68_LBJ4FyoaV6Yex0LyXMUtQigo4lpP2pyhQk7kaP8auzaSwnEhC-3aStTbJQA=s48-c-k-c0x00ffffff-no-rj,내가 외국인 발연기 못알아보는 거....,내가 외국인 발연기 못알아보는 거....,0,20210924,bad_feedback
N U,https://yt3.ggpht.com/ytc/AKedOLSA0Ge2tJqfbqsxpT8eav59KhX1K3oEFlZ1iw=s48-c-k-c0x00ffffff-no-rj,남자들의 밤꽃향기와 실제로 밤꽃에서나는 향기와 비슷한지 궁금합니다.,남자들의 밤꽃향기와 실제로 밤꽃에서나는 향기와 비슷한지 궁금합니다.,0,20210924,contents
dukyoung Kim,https://yt3.ggpht.com/ytc/AKedOLRubh4a0hmlsbh2ZvJtj33ZAHnwYHyNkj0n=s48-c-k-c0x00ffffff-no-rj,태국영화나 중국영화에서 발연기 알아보듯이 알아볼듯...,태국영화나 중국영화에서 발연기 알아보듯이 알아볼듯...,0,20210924,contents
lego밟았따,https://yt3.ggpht.com/ytc/AKedOLSc5MwxY0fDw2m46W3hjHSce7IpT3C85MzDyDnVng=s48-c-k-c0x00ffffff-no-rj,언어 안통해도 다 알아요  예를 들면 음소거 해서 시청해도  그 내용이 뭔지 분위기등등 대충 알잖아요,언어 안통해도 다 알아요  예를 들면 음소거 해서 시청해도  그 내용이 뭔지 분위기등등 대충 알잖아요,0,20210924,contents
